scenario_id,date,year,month,season,region,grade,dryer_access_profile,harvest_fresh_kg,moisture_pct_est,fresh_to_dried_conversion_ratio_est,current_fresh_price_lkr_per_kg,current_dried_price_lkr_per_kg,drying_cost_total_lkr,storage_weeks,storage_cost_total_lkr,quality_loss_pct_est,usd_lkr_rate_est,diesel_price_lkr_litre_est,kerosene_price_lkr_litre_est,labour_cost_lkr_day_est,production_supply_index_est,global_export_demand_index_est
SCN-012512,12/26/2022,2022,12,main_harvest,Badulla,LB,low_cost_owned_dryer,174,68.3,3.9,490.81,2965.69,41013.07,5,8721.18,0.673480502,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012513,12/26/2022,2022,12,main_harvest,Ratnapura,LG,average_shared_dryer,148.2,71.4,4.2,861.75,4469.07,33055.85,3,3855.62,4.430610074,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012514,12/26/2022,2022,12,main_harvest,Ratnapura,LG,low_cost_owned_dryer,651.8,69.5,4.05,914,4469.07,118890.86,6,29487.85,2.384254992,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012515,12/26/2022,2022,12,main_harvest,Ratnapura,LLG1,low_cost_owned_dryer,113.9,71.8,4.33,605.27,3956.85,21752.57,3,1896.68,0.85978839,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012516,12/26/2022,2022,12,main_harvest,Ratnapura,LLG1,low_cost_owned_dryer,399.2,75.9,4.58,657.46,3956.85,64421.34,5,15319.19,1.593185786,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012517,12/26/2022,2022,12,main_harvest,Ratnapura,LLG2,high_cost_rented_dryer,234.6,71.3,4.54,502.87,3418.68,63833.51,6,10607.22,2.951819046,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012518,12/26/2022,2022,12,main_harvest,Ratnapura,LLG2,average_shared_dryer,991.1,69,4.58,365.46,3418.68,209926.15,2,26201.47,2.707987437,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012519,12/26/2022,2022,12,main_harvest,Ratnapura,LB,low_cost_owned_dryer,820.3,71.4,4.51,379.2,2794.5,142591.08,5,34308.08,2.689272619,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012520,12/26/2022,2022,12,main_harvest,Ratnapura,LB,low_cost_owned_dryer,169.1,75,4.46,447.68,2794.5,29033.15,3,6864.43,2.357299184,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012521,12/26/2022,2022,12,main_harvest,Kegalle,LG,average_shared_dryer,181.1,62.2,4.22,704.15,4786.74,54106.1,4,6709.64,1.29924248,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012522,12/26/2022,2022,12,main_harvest,Kegalle,LG,low_cost_owned_dryer,456.3,72,4.57,669.81,4786.74,71713.72,4,12857.54,1.272817825,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012523,12/26/2022,2022,12,main_harvest,Kegalle,LLG1,average_shared_dryer,68.4,59.4,3.95,451.84,4048.28,18214.41,5,2912.75,2.565850502,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012524,12/26/2022,2022,12,main_harvest,Kegalle,LLG1,average_shared_dryer,545.7,69.6,4.42,534.78,4048.28,134844.87,2,13540.01,0.944802506,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012525,12/26/2022,2022,12,main_harvest,Kegalle,LLG2,average_shared_dryer,144.4,76.9,4.51,691.38,3546.48,36704.07,4,7373.18,1.160615177,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012526,12/26/2022,2022,12,main_harvest,Kegalle,LLG2,average_shared_dryer,49.4,72.4,4.21,621.6,3546.48,13416.7,5,1471.51,1.526730627,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012527,12/26/2022,2022,12,main_harvest,Kegalle,LB,low_cost_owned_dryer,298,72,4.33,397.41,2817.08,52440.79,8,24523.25,2.275336222,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012528,12/26/2022,2022,12,main_harvest,Kegalle,LB,low_cost_owned_dryer,700.5,65.3,4.01,431.43,2817.08,115614.88,4,19581.42,0.656011631,323.83,318.02,335.83,2126.24,132.17,88.74
SCN-012529,1/2/2023,2023,1,main_harvest,Kandy,LG,average_shared_dryer,397.7,70,4.17,785.49,5156.44,90871.16,6,34714.08,3.601330131,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012530,1/2/2023,2023,1,main_harvest,Kandy,LG,low_cost_owned_dryer,554.6,73.5,4.33,819.91,5156.44,80856.86,2,10939.29,2.424511972,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012531,1/2/2023,2023,1,main_harvest,Kandy,LLG1,average_shared_dryer,354.9,66.5,4.12,784.87,4469.06,100759.61,6,25090.26,0.2,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012532,1/2/2023,2023,1,main_harvest,Kandy,LLG1,high_cost_rented_dryer,347.1,63.3,4.05,692.28,4469.06,151584.63,4,21301.89,2.608567712,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012533,1/2/2023,2023,1,main_harvest,Kandy,LLG2,average_shared_dryer,264,65.5,4.08,511.52,4088.38,76656.12,4,8383.51,1.678976594,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012534,1/2/2023,2023,1,main_harvest,Kandy,LLG2,average_shared_dryer,67.9,72,4.32,799.02,4088.38,17262.24,2,1625.1,1.1698997,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012535,1/2/2023,2023,1,main_harvest,Kandy,LB,low_cost_owned_dryer,42.7,58.6,3.78,545.61,3410.03,11851.75,5,1294.85,2.272742432,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012536,1/2/2023,2023,1,main_harvest,Kandy,LB,average_shared_dryer,530.4,69.1,4.22,585.89,3410.03,145677.2,5,15350.86,3.004859994,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012537,1/2/2023,2023,1,main_harvest,Matale,LG,average_shared_dryer,91.5,72.2,4.65,969.26,5383.29,20088.73,5,5301.81,0.99715698,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012538,1/2/2023,2023,1,main_harvest,Matale,LG,high_cost_rented_dryer,344,69.1,4.45,591.78,5383.29,104246.65,3,7013.39,5.611312759,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012539,1/2/2023,2023,1,main_harvest,Matale,LLG1,average_shared_dryer,67.6,68.7,4.26,606.85,4459.15,19423.19,3,1287.77,2.835407912,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012540,1/2/2023,2023,1,main_harvest,Matale,LLG1,low_cost_owned_dryer,55.8,70.4,4.32,613.93,4459.15,9761.57,3,1739.3,5.016547562,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012541,1/2/2023,2023,1,main_harvest,Matale,LLG2,low_cost_owned_dryer,166.4,72.1,4.16,538.25,4111.93,31864.77,2,2061.45,4.045396044,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012542,1/2/2023,2023,1,main_harvest,Matale,LLG2,average_shared_dryer,337.1,71.9,4.09,491.41,4111.93,69764.09,4,16890.84,1.358480335,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012543,1/2/2023,2023,1,main_harvest,Matale,LB,average_shared_dryer,199.9,70.1,4.33,580.76,3187.71,57636.27,6,8409.61,1.503296103,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012544,1/2/2023,2023,1,main_harvest,Matale,LB,average_shared_dryer,137.5,64.3,3.93,642.42,3187.71,40278.35,4,3686.51,3.875696427,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012545,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LG,low_cost_owned_dryer,241.3,80,4.81,951.7,5569.15,45263.38,8,19507.67,2.384529788,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012546,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LG,average_shared_dryer,375.7,65.2,4.04,701.99,5569.15,80467.01,5,24854.72,1.725931816,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012547,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LLG1,high_cost_rented_dryer,49,68.3,3.98,651.79,4618.61,21644.82,2,1230.85,3.169102712,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012548,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LLG1,average_shared_dryer,49.1,71,4.26,599.06,4618.61,11888.67,4,1509.45,0.344458861,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012549,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LLG2,average_shared_dryer,223,71.6,4.37,437.38,4185.85,52499.83,5,6316.53,0.56702078,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012550,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LLG2,low_cost_owned_dryer,148.3,66,3.94,698.55,4185.85,25229.08,5,10394.55,1.04092256,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012551,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LB,average_shared_dryer,457.9,65.9,3.89,498.47,3121.81,122112.42,2,6027.97,1.609727797,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012552,1/2/2023,2023,1,main_harvest,Nuwara Eliya,LB,average_shared_dryer,81.8,74.6,4.12,589.67,3121.81,17426.78,3,3207.91,2.850230286,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012553,1/2/2023,2023,1,main_harvest,Badulla,LG,average_shared_dryer,345.5,70.2,4.32,664.99,4973.73,102973.82,5,15315.18,1.543959608,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012554,1/2/2023,2023,1,main_harvest,Badulla,LG,low_cost_owned_dryer,937,68.7,4.21,1007.67,4973.73,181714.27,4,31697.02,1.438327209,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012555,1/2/2023,2023,1,main_harvest,Badulla,LLG1,high_cost_rented_dryer,240.2,67.7,4.18,756.89,4162.73,75830.34,2,2940.66,0.97940259,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012556,1/2/2023,2023,1,main_harvest,Badulla,LLG1,average_shared_dryer,126.5,70,4.38,546.86,4162.73,37960.66,3,3969.92,4.21624162,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012557,1/2/2023,2023,1,main_harvest,Badulla,LLG2,average_shared_dryer,237.4,71.3,4.49,494.35,3783.5,56458.74,2,3614.46,4.772983292,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012558,1/2/2023,2023,1,main_harvest,Badulla,LLG2,average_shared_dryer,174,63.1,3.98,479.95,3783.5,57223.78,5,7503.1,1.94543291,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012559,1/2/2023,2023,1,main_harvest,Badulla,LB,average_shared_dryer,309.5,67.3,3.9,417.6,2896.26,84896.91,2,3754.16,1.243452688,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012560,1/2/2023,2023,1,main_harvest,Badulla,LB,average_shared_dryer,474.3,65.8,3.84,394.61,2896.26,109974.69,6,28555.62,4.698746911,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012561,1/2/2023,2023,1,main_harvest,Ratnapura,LG,average_shared_dryer,76.4,64.2,3.8,811.33,4743.61,23676.54,4,3115.14,2.624535624,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012562,1/2/2023,2023,1,main_harvest,Ratnapura,LG,average_shared_dryer,283.6,68.2,4.02,739.29,4743.61,86096.3,6,20330.3,2.484360538,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012563,1/2/2023,2023,1,main_harvest,Ratnapura,LLG1,high_cost_rented_dryer,226,75.6,4.49,584.36,4119.94,65711.43,8,16949.55,0.980590988,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012564,1/2/2023,2023,1,main_harvest,Ratnapura,LLG1,average_shared_dryer,362.7,67.1,4.01,451.27,4119.94,89726.67,6,23750.16,2.97096064,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012565,1/2/2023,2023,1,main_harvest,Ratnapura,LLG2,average_shared_dryer,21.5,68.5,4.46,430.19,3671.82,8135.97,4,1067.35,2.462487982,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012566,1/2/2023,2023,1,main_harvest,Ratnapura,LLG2,low_cost_owned_dryer,188.9,67.3,4.27,403.45,3671.82,40221.92,6,7766.57,1.578257856,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012567,1/2/2023,2023,1,main_harvest,Ratnapura,LB,average_shared_dryer,166,68.6,4.21,454.13,3026.25,47452.36,4,5308.57,2.008892412,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012568,1/2/2023,2023,1,main_harvest,Ratnapura,LB,high_cost_rented_dryer,82.7,66.2,4.06,592.25,3026.25,33713.18,5,4313.47,2.206984558,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012569,1/2/2023,2023,1,main_harvest,Kegalle,LG,average_shared_dryer,101.1,66.3,4.11,728.53,4804.86,32835.83,6,7116.78,2.277417486,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012570,1/2/2023,2023,1,main_harvest,Kegalle,LG,average_shared_dryer,864.3,69.7,4.26,810.45,4804.86,207333.41,3,31477.91,1.278363642,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012571,1/2/2023,2023,1,main_harvest,Kegalle,LLG1,high_cost_rented_dryer,301.9,69.1,4.07,463.81,4402.93,130579.37,2,6705.95,2.922295642,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012572,1/2/2023,2023,1,main_harvest,Kegalle,LLG1,average_shared_dryer,101.8,68.5,4.11,536.8,4402.93,28782.46,8,11106.06,1.277627439,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012573,1/2/2023,2023,1,main_harvest,Kegalle,LLG2,low_cost_owned_dryer,141.4,69.3,4.61,584.29,3507.18,27252.72,4,7116.8,1.253019074,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012574,1/2/2023,2023,1,main_harvest,Kegalle,LLG2,low_cost_owned_dryer,554.8,65.2,4.35,436.11,3507.18,87800.37,2,9314.57,2.90418919,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012575,1/2/2023,2023,1,main_harvest,Kegalle,LB,average_shared_dryer,103.3,72.7,4.43,301.21,3064.66,31726.15,4,3317.19,1.468264078,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012576,1/2/2023,2023,1,main_harvest,Kegalle,LB,low_cost_owned_dryer,237.1,60.7,3.8,556.62,3064.66,46711.89,6,21265.63,3.83332732,321.79,313.27,338.31,2091.13,116.1,89.71
SCN-012577,1/9/2023,2023,1,main_harvest,Kandy,LG,average_shared_dryer,296.6,65.4,4.07,620.35,5492.29,63600.32,4,10187.67,0.319814174,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012578,1/9/2023,2023,1,main_harvest,Kandy,LG,average_shared_dryer,463.2,72.5,4.41,1026.29,5492.29,104702.74,5,20177.97,2.049020102,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012579,1/9/2023,2023,1,main_harvest,Kandy,LLG1,average_shared_dryer,94.9,73,4.36,839.44,4695.1,22748.82,4,5005.28,2.807520903,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012580,1/9/2023,2023,1,main_harvest,Kandy,LLG1,high_cost_rented_dryer,164.6,69.5,4.16,627.65,4695.1,73405.19,4,4884.32,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012581,1/9/2023,2023,1,main_harvest,Kandy,LLG2,high_cost_rented_dryer,238.5,65.4,4.14,529.04,4192.7,102547.89,8,16447.56,3.257930934,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012582,1/9/2023,2023,1,main_harvest,Kandy,LLG2,average_shared_dryer,96.7,64.6,4.15,471.1,4192.7,24409,8,8193.39,0.859885756,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012583,1/9/2023,2023,1,main_harvest,Kandy,LB,average_shared_dryer,340.4,62.4,4.09,431.77,3506.87,84811.95,4,11748.56,2.153401686,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012584,1/9/2023,2023,1,main_harvest,Kandy,LB,average_shared_dryer,115.4,60.8,3.94,658.25,3506.87,29458.78,4,7208.57,0.289673794,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012585,1/9/2023,2023,1,main_harvest,Matale,LG,low_cost_owned_dryer,29,65.7,3.82,951.32,5201.7,8762.87,2,466.89,3.020582908,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012586,1/9/2023,2023,1,main_harvest,Matale,LG,low_cost_owned_dryer,659.4,67.3,3.9,850.85,5201.7,97448.83,4,20647.44,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012587,1/9/2023,2023,1,main_harvest,Matale,LLG1,low_cost_owned_dryer,791.9,66.8,3.78,592.36,4754.03,158721.83,3,18542.94,3.586636902,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012588,1/9/2023,2023,1,main_harvest,Matale,LLG1,average_shared_dryer,240.9,70.1,3.95,819.13,4754.03,60662.88,5,16449.79,1.556005626,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012589,1/9/2023,2023,1,main_harvest,Matale,LLG2,average_shared_dryer,763.3,71,3.93,402.09,4045.44,196805.14,3,19533.98,1.087515598,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012590,1/9/2023,2023,1,main_harvest,Matale,LLG2,average_shared_dryer,185,56.4,3.7,594.38,4045.44,40691.58,4,7912.23,3.00567335,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012591,1/9/2023,2023,1,main_harvest,Matale,LB,average_shared_dryer,67.4,65.8,4.11,434.01,3373.82,17278.21,8,7314.7,5.330020687,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012592,1/9/2023,2023,1,main_harvest,Matale,LB,high_cost_rented_dryer,610.7,70.4,4.28,422.42,3373.82,244679.69,2,9656.06,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012593,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LG,low_cost_owned_dryer,115.7,76,4.48,890.44,5524.04,29343.64,2,2338.04,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012594,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LG,average_shared_dryer,81.1,70.6,4.26,579.62,5524.04,18876.98,8,4733.26,1.547464845,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012595,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LLG1,average_shared_dryer,85.6,67.1,4.24,741.64,4702.71,17874.75,3,1750.1,0.684440029,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012596,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LLG1,high_cost_rented_dryer,287.8,73.7,4.54,422.68,4702.71,77532.86,4,6376.24,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012597,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LLG2,low_cost_owned_dryer,1372.8,66.2,4.28,705.06,4014.05,211480.85,2,38147.48,2.780117627,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012598,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LLG2,low_cost_owned_dryer,283.4,75.1,4.68,539.05,4014.05,42078.93,5,16353.86,1.766896773,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012599,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LB,average_shared_dryer,113.2,72.1,4.23,484.76,3346.92,33564.23,6,4098.08,3.806355166,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012600,1/9/2023,2023,1,main_harvest,Nuwara Eliya,LB,average_shared_dryer,200.2,63.4,3.84,405.14,3346.92,61034.72,3,5799.25,2.236940674,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012601,1/9/2023,2023,1,main_harvest,Badulla,LG,low_cost_owned_dryer,160.9,68.4,4.12,919.72,5122.57,30639.68,8,18152.42,0.494990272,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012602,1/9/2023,2023,1,main_harvest,Badulla,LG,high_cost_rented_dryer,156.5,73.8,4.38,812.77,5122.57,62451.77,2,3943.94,2.046528961,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012603,1/9/2023,2023,1,main_harvest,Badulla,LLG1,average_shared_dryer,77.8,69.2,4.08,754.75,4287.85,18676.58,3,3403.23,2.240759034,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012604,1/9/2023,2023,1,main_harvest,Badulla,LLG1,low_cost_owned_dryer,172.1,66.1,3.83,757.25,4287.85,31633.49,6,11186.72,1.720320491,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012605,1/9/2023,2023,1,main_harvest,Badulla,LLG2,average_shared_dryer,66.4,77,4.44,581.42,3938.88,18790.22,3,1918.23,3.248123297,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012606,1/9/2023,2023,1,main_harvest,Badulla,LLG2,average_shared_dryer,209,67.2,4.08,488.84,3938.88,46167.32,3,8919.15,0.990776038,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012607,1/9/2023,2023,1,main_harvest,Badulla,LB,average_shared_dryer,48.9,62.9,3.83,542.56,3064.36,14399.49,4,1990.74,1.694060967,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012608,1/9/2023,2023,1,main_harvest,Badulla,LB,high_cost_rented_dryer,328.6,57.4,3.7,635.76,3064.36,166781.48,3,7355.45,3.666296632,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012609,1/9/2023,2023,1,main_harvest,Ratnapura,LG,high_cost_rented_dryer,330.3,69.4,4.47,649.45,4710.31,127184.28,8,21336.38,3.694216222,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012610,1/9/2023,2023,1,main_harvest,Ratnapura,LG,average_shared_dryer,149.3,75,4.76,470.83,4710.31,34508.86,4,6548.67,2.350081088,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012611,1/9/2023,2023,1,main_harvest,Ratnapura,LLG1,average_shared_dryer,132.6,70.9,4.38,582.63,4083.25,33671.41,5,3820.63,2.218294224,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012612,1/9/2023,2023,1,main_harvest,Ratnapura,LLG1,high_cost_rented_dryer,136.4,64.2,3.83,476.02,4083.25,60695.58,8,15230.07,4.782033654,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012613,1/9/2023,2023,1,main_harvest,Ratnapura,LLG2,average_shared_dryer,84.5,71.5,4.39,529.6,3875.57,24129.55,5,5088.02,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012614,1/9/2023,2023,1,main_harvest,Ratnapura,LLG2,average_shared_dryer,221.1,59.4,3.9,590.9,3875.57,62589.7,5,10647.58,4.113595283,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012615,1/9/2023,2023,1,main_harvest,Ratnapura,LB,average_shared_dryer,145.2,66.9,4.27,423.33,2986.93,51751.21,3,5194.18,1.186774637,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012616,1/9/2023,2023,1,main_harvest,Ratnapura,LB,low_cost_owned_dryer,382.1,66.3,4.48,418.74,2986.93,64098.7,5,17880.13,2.266286347,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012617,1/9/2023,2023,1,main_harvest,Kegalle,LG,high_cost_rented_dryer,93.8,61.5,3.7,842.32,5300.76,36691.66,4,3919.56,1.810377285,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012618,1/9/2023,2023,1,main_harvest,Kegalle,LG,average_shared_dryer,82.5,67.1,3.85,729.7,5300.76,19508.77,6,7705.69,0.687447127,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012619,1/9/2023,2023,1,main_harvest,Kegalle,LLG1,high_cost_rented_dryer,484.7,61.1,3.7,720.53,4110.01,198055.28,5,38616.23,3.411567811,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012620,1/9/2023,2023,1,main_harvest,Kegalle,LLG1,low_cost_owned_dryer,242.9,70.5,3.97,714.74,4110.01,51521.95,4,9508.11,1.250743803,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012621,1/9/2023,2023,1,main_harvest,Kegalle,LLG2,high_cost_rented_dryer,223.1,71.9,4.18,412.8,3819.82,82855.34,2,4715.13,1.161273964,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012622,1/9/2023,2023,1,main_harvest,Kegalle,LLG2,low_cost_owned_dryer,656.8,71.9,4.07,569.5,3819.82,126438.6,6,41177.8,4.949180499,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012623,1/9/2023,2023,1,main_harvest,Kegalle,LB,average_shared_dryer,101.8,67.1,4.11,377.58,3088.18,35036.42,4,3810.24,1.817608673,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012624,1/9/2023,2023,1,main_harvest,Kegalle,LB,average_shared_dryer,163.4,66.5,4.19,481.2,3088.18,47176.93,8,8443.59,0.2,325.95,323.34,337.98,2123.26,117.09,93.87
SCN-012625,1/16/2023,2023,1,main_harvest,Kandy,LG,average_shared_dryer,262.2,62.6,4.26,1219.83,5525.32,72795.31,3,5626.09,3.750063013,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012626,1/16/2023,2023,1,main_harvest,Kandy,LG,average_shared_dryer,321.4,65,4.21,764.09,5525.32,97501.64,6,13982.17,1.94107963,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012627,1/16/2023,2023,1,main_harvest,Kandy,LLG1,average_shared_dryer,302.3,56.5,3.99,759.02,5130.15,90870.02,4,16412.08,2.354360881,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012628,1/16/2023,2023,1,main_harvest,Kandy,LLG1,high_cost_rented_dryer,158.7,64.7,4.15,738.71,5130.15,72194.93,8,12822.98,3.912617901,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012629,1/16/2023,2023,1,main_harvest,Kandy,LLG2,high_cost_rented_dryer,1925.6,72.9,4.4,584.46,4267.87,577497.34,6,134230.66,4.641788875,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012630,1/16/2023,2023,1,main_harvest,Kandy,LLG2,high_cost_rented_dryer,526.4,59.2,3.76,713.69,4267.87,231116.49,5,18261.05,4.366980998,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012631,1/16/2023,2023,1,main_harvest,Kandy,LB,average_shared_dryer,98.1,70.9,4.54,371.35,3273.05,23004.34,5,4772,0.395063098,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012632,1/16/2023,2023,1,main_harvest,Kandy,LB,low_cost_owned_dryer,279.3,74.3,4.66,472.71,3273.05,39173,6,13486.18,0.448766392,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012633,1/16/2023,2023,1,main_harvest,Matale,LG,low_cost_owned_dryer,76.7,69.2,3.87,934.83,5511.44,17132.5,3,3163.98,2.404055725,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012634,1/16/2023,2023,1,main_harvest,Matale,LG,average_shared_dryer,157.5,66.2,3.72,781.93,5511.44,54764.58,4,9650.35,0.46770997,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012635,1/16/2023,2023,1,main_harvest,Matale,LLG1,average_shared_dryer,227.7,66.3,3.79,606.72,4654.6,71365.36,6,16964.87,2.026836607,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012636,1/16/2023,2023,1,main_harvest,Matale,LLG1,average_shared_dryer,62.4,73.4,4.2,617.59,4654.6,18405.93,2,1837.85,0.829398507,323.66,321.37,333.92,2141.77,115.71,88.93
SCN-012637,1/16/2023,2023,1,main_harvest,Matale,LLG2,average_shared_dryer,644.2,61.8,3.96,413.43,4045.08,146012.69,3,25155.47,0.2,323.66,321.37,333.92,2141.77,115.71,88.93
