date,year,month,week_of_year,quarter,season,region,production_zone,altitude_m,grade,grade_description,dried_price_lkr_per_kg,fresh_price_lkr_per_kg_est,usd_lkr_rate_est,diesel_price_lkr_litre_est,kerosene_price_lkr_litre_est,labour_cost_lkr_day_est,electricity_price_lkr_kwh_est,rainfall_mm_est,temperature_c_est,humidity_pct_est,production_supply_index_est,global_export_demand_index_est,fuel_drying_cost_lkr_per_dried_kg_est,labour_drying_cost_lkr_per_dried_kg_est,electricity_drying_cost_lkr_per_dried_kg_est,barn_rental_lkr_per_dried_kg_est,packaging_transport_lkr_per_dried_kg_est,total_drying_cost_lkr_per_dried_kg_est,fresh_to_dried_conversion_ratio_est,data_source_class
5/8/2023,2023,5,19,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,7928.44,1015.84,315.39,319.33,304.89,2235.1,47.12,255.6,21.9,80.1,84.1,95.95,314.05,125.02,117.24,56.84,144.63,757.78,4.28,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,7459.93,1077.75,315.39,319.33,304.89,2235.1,47.12,255.6,21.9,80.1,84.1,95.95,355.58,131.97,140.55,116.04,171.52,915.66,4,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,6318.73,930.8,315.39,319.33,304.89,2235.1,47.12,255.6,21.9,80.1,84.1,95.95,318.17,112.94,160.01,52.15,178.2,821.47,4.11,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,5417.36,722.08,315.39,319.33,304.89,2235.1,47.12,255.6,21.9,80.1,84.1,95.95,312.5,117.37,139.18,111.24,157.11,837.4,4.34,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,7137.5,1025.23,315.39,319.33,304.89,2235.1,47.12,204.5,24.2,79.6,84.1,95.95,363.18,120.29,92.4,105.17,106.23,787.27,4.06,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,6024.29,819.92,315.39,319.33,304.89,2235.1,47.12,204.5,24.2,79.6,84.1,95.95,363.97,151.17,71.59,74.34,138.17,799.24,4.37,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,6021.66,876.84,315.39,319.33,304.89,2235.1,47.12,204.5,24.2,79.6,84.1,95.95,355.95,117.94,123.25,83.05,145.84,826.03,3.85,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Badulla,Uva highland,750,LB,Lower/brown grade,4751.79,705,315.39,319.33,304.89,2235.1,47.12,204.5,24.2,79.6,84.1,95.95,307.1,154.45,116.81,96.17,106.73,781.26,4.07,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,6929.22,1021.23,315.39,319.33,304.89,2235.1,47.12,291.5,26.2,74.7,84.1,95.95,312.52,118.17,138.33,91.1,122.49,782.61,4.2,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,6108.5,860.07,315.39,319.33,304.89,2235.1,47.12,291.5,26.2,74.7,84.1,95.95,349.39,157.38,148.97,90.33,171.75,917.82,3.87,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,5558.87,766.01,315.39,319.33,304.89,2235.1,47.12,291.5,26.2,74.7,84.1,95.95,307.45,104.78,95.13,75.98,147.63,730.97,4.36,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,4433.24,644.3,315.39,319.33,304.89,2235.1,47.12,291.5,26.2,74.7,84.1,95.95,324.39,156.1,146.28,88.15,151.53,866.45,4.1,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,7091.75,875.51,315.39,319.33,304.89,2235.1,47.12,334.2,26.1,67.6,84.1,95.95,278.57,130.64,103.1,94.03,118.44,724.78,4.27,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,6321.49,850.61,315.39,319.33,304.89,2235.1,47.12,334.2,26.1,67.6,84.1,95.95,350.56,103.94,162.28,107.11,175.05,898.94,4.01,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,5811.2,803.03,315.39,319.33,304.89,2235.1,47.12,334.2,26.1,67.6,84.1,95.95,316.99,152.59,148.89,84.71,113.52,816.7,4.01,source_calibrated_synthetic
5/8/2023,2023,5,19,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,4448.39,517.76,315.39,319.33,304.89,2235.1,47.12,334.2,26.1,67.6,84.1,95.95,345.03,118.86,110.05,93.97,127.11,795.02,4.31,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kandy,Central highland,900,LG,Lanka Green / premium green pods,7629.19,957.86,315.15,316.84,306.38,2253.75,45.41,289.4,23.1,72.5,86.98,96.52,311.43,111.57,76.25,70.37,171.63,741.25,4.49,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,7041.53,1027.71,315.15,316.84,306.38,2253.75,45.41,289.4,23.1,72.5,86.98,96.52,372.21,144.09,131.22,83.33,119.32,850.17,4.03,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,6191.63,946.46,315.15,316.84,306.38,2253.75,45.41,289.4,23.1,72.5,86.98,96.52,336.32,106.27,97.65,117.61,173.48,831.33,4.22,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kandy,Central highland,900,LB,Lower/brown grade,5299.51,789.4,315.15,316.84,306.38,2253.75,45.41,289.4,23.1,72.5,86.98,96.52,319.11,138.46,126.85,125.03,154.89,864.34,3.85,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Matale,Central highland,650,LG,Lanka Green / premium green pods,8228.66,1176.46,315.15,316.84,306.38,2253.75,45.41,236.7,24.7,80.5,86.98,96.52,374.36,108.26,130.96,84.6,127.32,825.5,3.85,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,7005.82,1098.62,315.15,316.84,306.38,2253.75,45.41,236.7,24.7,80.5,86.98,96.52,337.18,123.46,138.72,56.86,171.43,827.65,3.96,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,6031.46,883.42,315.15,316.84,306.38,2253.75,45.41,236.7,24.7,80.5,86.98,96.52,304.84,138.78,71.55,59.49,124.21,698.87,3.87,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Matale,Central highland,650,LB,Lower/brown grade,4949.53,760.1,315.15,316.84,306.38,2253.75,45.41,236.7,24.7,80.5,86.98,96.52,356.4,152.3,116.35,87.23,125.52,837.8,4.04,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,8241.56,1076.19,315.15,316.84,306.38,2253.75,45.41,262.5,21.6,76.8,86.98,96.52,308.04,145.98,142.54,76.31,120.59,793.46,4.22,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,7546.12,1136.89,315.15,316.84,306.38,2253.75,45.41,262.5,21.6,76.8,86.98,96.52,311.36,103.7,90.83,97.6,113.82,717.31,4.03,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,6369.61,873.59,315.15,316.84,306.38,2253.75,45.41,262.5,21.6,76.8,86.98,96.52,307.05,139.4,142.76,83.61,173.46,846.28,4.43,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,4868.27,668.18,315.15,316.84,306.38,2253.75,45.41,262.5,21.6,76.8,86.98,96.52,344.23,147.74,121.91,84.44,123.99,822.31,4.14,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,7477.69,861.54,315.15,316.84,306.38,2253.75,45.41,190.3,23.6,71.2,86.98,96.52,381.12,118.75,149.14,99.25,179.32,927.58,4.36,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,5933.3,859.78,315.15,316.84,306.38,2253.75,45.41,190.3,23.6,71.2,86.98,96.52,305.55,116.96,84.09,103.3,114.04,723.94,4.28,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,5790.94,798.87,315.15,316.84,306.38,2253.75,45.41,190.3,23.6,71.2,86.98,96.52,335.67,154.04,150.25,70.3,125.44,835.7,3.97,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Badulla,Uva highland,750,LB,Lower/brown grade,4840.25,691.04,315.15,316.84,306.38,2253.75,45.41,190.3,23.6,71.2,86.98,96.52,320.08,155.98,132.41,69.37,183.51,861.35,4.16,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,7370.08,937.37,315.15,316.84,306.38,2253.75,45.41,303.9,26.3,70.6,86.98,96.52,301.09,106.09,143.43,92.7,117.71,761.02,4.12,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,6296.53,831.85,315.15,316.84,306.38,2253.75,45.41,303.9,26.3,70.6,86.98,96.52,335.94,112.27,135.8,105.89,130.01,819.91,4.23,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,5401.53,739.11,315.15,316.84,306.38,2253.75,45.41,303.9,26.3,70.6,86.98,96.52,320.47,148.78,90.02,73.94,130.63,763.84,3.96,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,4440.83,619.37,315.15,316.84,306.38,2253.75,45.41,303.9,26.3,70.6,86.98,96.52,321.61,153.9,93.61,83.12,174.59,826.83,4.16,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,7566.03,1224.89,315.15,316.84,306.38,2253.75,45.41,321.3,25.6,76.2,86.98,96.52,317.94,114.35,148.58,88.5,108.41,777.78,4.05,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,6279.47,793.74,315.15,316.84,306.38,2253.75,45.41,321.3,25.6,76.2,86.98,96.52,318.16,141.44,137.94,83.29,152.31,833.14,4.21,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,5246.69,761.37,315.15,316.84,306.38,2253.75,45.41,321.3,25.6,76.2,86.98,96.52,340,112.82,102.81,110.22,153.01,818.86,3.95,source_calibrated_synthetic
5/15/2023,2023,5,20,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,4502.8,763.43,315.15,316.84,306.38,2253.75,45.41,321.3,25.6,76.2,86.98,96.52,320.52,138.19,123,83.28,153.28,818.27,3.85,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kandy,Central highland,900,LG,Lanka Green / premium green pods,8178.44,1047.58,315.12,320.17,302.27,2328.89,46.51,257.1,22.3,74.2,79.68,96.88,346.75,150.73,77.1,100.65,174.1,849.33,4.16,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,7740.61,1119.01,315.12,320.17,302.27,2328.89,46.51,257.1,22.3,74.2,79.68,96.88,344.48,106.26,124.25,74.31,132.72,782.02,4.35,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,6136.79,848.78,315.12,320.17,302.27,2328.89,46.51,257.1,22.3,74.2,79.68,96.88,340.42,135.79,92.83,84.06,107.24,760.34,4.29,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kandy,Central highland,900,LB,Lower/brown grade,5131.13,744.61,315.12,320.17,302.27,2328.89,46.51,257.1,22.3,74.2,79.68,96.88,286.36,109.54,118.19,57,151.53,722.62,4.12,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Matale,Central highland,650,LG,Lanka Green / premium green pods,7609.88,1084.5,315.12,320.17,302.27,2328.89,46.51,243.7,25.3,73.5,79.68,96.88,355.92,114.18,126.19,121.86,173.05,891.2,4.14,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,7450.32,1004.66,315.12,320.17,302.27,2328.89,46.51,243.7,25.3,73.5,79.68,96.88,295.45,127.8,107.4,60.58,101.91,693.14,4.3,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,6031.8,893.65,315.12,320.17,302.27,2328.89,46.51,243.7,25.3,73.5,79.68,96.88,328.91,155.93,76.36,83.6,159.59,804.39,3.85,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Matale,Central highland,650,LB,Lower/brown grade,4921.85,683.22,315.12,320.17,302.27,2328.89,46.51,243.7,25.3,73.5,79.68,96.88,304.96,106.07,122.62,69.04,142.91,745.6,3.9,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,7462.56,1055.14,315.12,320.17,302.27,2328.89,46.51,296.5,22.8,70.7,79.68,96.88,342.18,137.18,135.41,124.26,173.42,912.45,4,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,6938.35,898.55,315.12,320.17,302.27,2328.89,46.51,296.5,22.8,70.7,79.68,96.88,315.84,117.29,153.07,73.95,155.74,815.89,4.32,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,6071.22,817.41,315.12,320.17,302.27,2328.89,46.51,296.5,22.8,70.7,79.68,96.88,342.89,158.78,114.27,77.6,182.09,875.63,4.01,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,5246.07,691.8,315.12,320.17,302.27,2328.89,46.51,296.5,22.8,70.7,79.68,96.88,311.09,113.08,132.78,95.82,147.21,799.98,4.16,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,7579.09,1103.2,315.12,320.17,302.27,2328.89,46.51,148.9,24.1,71.3,79.68,96.88,340.38,135.84,113.8,115,135.94,840.96,3.91,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,7062.95,984.02,315.12,320.17,302.27,2328.89,46.51,148.9,24.1,71.3,79.68,96.88,303.14,108.23,123.21,82.25,147.33,764.16,4.46,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,5726.34,838.46,315.12,320.17,302.27,2328.89,46.51,148.9,24.1,71.3,79.68,96.88,341.47,138.28,139.96,51.03,154.7,825.44,4.08,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Badulla,Uva highland,750,LB,Lower/brown grade,4850.15,650.97,315.12,320.17,302.27,2328.89,46.51,148.9,24.1,71.3,79.68,96.88,344.81,126.27,106.38,118.69,154.35,850.5,4.3,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,6975.69,1033.43,315.12,320.17,302.27,2328.89,46.51,326.5,26,73.2,79.68,96.88,308.26,106.28,73.84,85.17,158.53,732.08,4.22,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,6525.32,962.13,315.12,320.17,302.27,2328.89,46.51,326.5,26,73.2,79.68,96.88,286.69,120.75,160.95,92.42,106.96,767.77,4.11,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,5763.45,884.44,315.12,320.17,302.27,2328.89,46.51,326.5,26,73.2,79.68,96.88,288.8,165.74,124.63,50.77,159.93,789.87,3.96,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,4567.1,588.85,315.12,320.17,302.27,2328.89,46.51,326.5,26,73.2,79.68,96.88,306.09,128.05,157.05,94.55,124.51,810.25,4.33,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,7449.05,960.65,315.12,320.17,302.27,2328.89,46.51,280.2,25.7,79.9,79.68,96.88,342.22,107.38,106.67,85.45,128.66,770.38,4.21,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,6719.57,1012.99,315.12,320.17,302.27,2328.89,46.51,280.2,25.7,79.9,79.68,96.88,328.33,114.93,141.68,68.83,147.94,801.71,4.15,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,5780.92,768.93,315.12,320.17,302.27,2328.89,46.51,280.2,25.7,79.9,79.68,96.88,328.02,146.62,91.31,90.39,122.9,779.24,4.35,source_calibrated_synthetic
5/22/2023,2023,5,21,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,4307.76,627.49,315.12,320.17,302.27,2328.89,46.51,280.2,25.7,79.9,79.68,96.88,306.68,118.3,121.68,60.07,169.83,776.56,4.24,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kandy,Central highland,900,LG,Lanka Green / premium green pods,8153.04,915.88,315.89,318.74,300,2335.82,44.93,246.1,23.1,64.1,81.65,97.13,329.68,114.39,141.71,71.97,150.73,808.48,4.45,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,7599.97,979.16,315.89,318.74,300,2335.82,44.93,246.1,23.1,64.1,81.65,97.13,342.41,163.87,148.02,54.73,156.75,865.78,4.07,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,6132.27,753.1,315.89,318.74,300,2335.82,44.93,246.1,23.1,64.1,81.65,97.13,298.12,128.04,68.07,89.43,110.27,693.93,4.03,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kandy,Central highland,900,LB,Lower/brown grade,5223.45,684.82,315.89,318.74,300,2335.82,44.93,246.1,23.1,64.1,81.65,97.13,323.91,143.24,72.08,61.1,136.93,737.26,4.16,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Matale,Central highland,650,LG,Lanka Green / premium green pods,8059.6,1114.5,315.89,318.74,300,2335.82,44.93,250,24.9,78.5,81.65,97.13,322.86,111.78,80.89,110.07,154.94,780.54,4.23,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,7272.6,1026.42,315.89,318.74,300,2335.82,44.93,250,24.9,78.5,81.65,97.13,324.48,133.4,82.34,83.98,105.62,729.82,4.23,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,6309.94,809.42,315.89,318.74,300,2335.82,44.93,250,24.9,78.5,81.65,97.13,320.71,129.56,86.23,53.31,167.19,757,4.2,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Matale,Central highland,650,LB,Lower/brown grade,5444.19,749.74,315.89,318.74,300,2335.82,44.93,250,24.9,78.5,81.65,97.13,302.97,165.09,91.15,53.49,123.3,736,4.43,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,8118.25,1140.39,315.89,318.74,300,2335.82,44.93,270,22.1,79.7,81.65,97.13,318.17,140.84,136.3,80.34,142.38,818.03,4.25,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,7526.85,905.24,315.89,318.74,300,2335.82,44.93,270,22.1,79.7,81.65,97.13,318.08,127.14,152.35,86.34,136.48,820.39,4.3,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,6208.82,722.8,315.89,318.74,300,2335.82,44.93,270,22.1,79.7,81.65,97.13,326.07,111.66,121.17,87.78,167.52,814.2,4.1,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,5324.02,707.89,315.89,318.74,300,2335.82,44.93,270,22.1,79.7,81.65,97.13,295.36,109.05,143.13,113.07,140.96,801.57,4.22,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,7995.68,1087.73,315.89,318.74,300,2335.82,44.93,240.2,24.6,74.4,81.65,97.13,295.56,107.56,134.09,125.8,128.53,791.54,4.19,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,6565.53,873.29,315.89,318.74,300,2335.82,44.93,240.2,24.6,74.4,81.65,97.13,307.01,116.6,144.01,73.23,168.94,809.79,4.16,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,6060.84,849.75,315.89,318.74,300,2335.82,44.93,240.2,24.6,74.4,81.65,97.13,330.03,138.33,111.22,51.7,166.77,798.05,4.3,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Badulla,Uva highland,750,LB,Lower/brown grade,4735.28,719.23,315.89,318.74,300,2335.82,44.93,240.2,24.6,74.4,81.65,97.13,316.79,156.15,70.08,130.11,166,839.13,4.16,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,7430.76,995.87,315.89,318.74,300,2335.82,44.93,301.5,26.6,75.9,81.65,97.13,285.81,123.98,144.34,83.92,172.95,811,4.08,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,6239.04,800.31,315.89,318.74,300,2335.82,44.93,301.5,26.6,75.9,81.65,97.13,303.9,121.3,75.9,121.89,119.48,742.47,4.52,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,5772.69,780.93,315.89,318.74,300,2335.82,44.93,301.5,26.6,75.9,81.65,97.13,340.74,128.88,156.17,124.76,153.64,904.19,4.2,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,4240.27,577.58,315.89,318.74,300,2335.82,44.93,301.5,26.6,75.9,81.65,97.13,325.18,109.97,136.27,84.46,142.51,798.39,4.23,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,7298.87,1089.42,315.89,318.74,300,2335.82,44.93,286.7,25.9,78.7,81.65,97.13,348.14,115.91,130.88,122.15,112.89,829.97,4.19,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,6483.53,1009.5,315.89,318.74,300,2335.82,44.93,286.7,25.9,78.7,81.65,97.13,316.21,133.49,94.37,90.83,154.98,789.88,4,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,5497.29,753.41,315.89,318.74,300,2335.82,44.93,286.7,25.9,78.7,81.65,97.13,326.38,144.78,150.59,127.32,128.72,877.79,4.01,source_calibrated_synthetic
5/29/2023,2023,5,22,2,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,4820.47,602.71,315.89,318.74,300,2335.82,44.93,286.7,25.9,78.7,81.65,97.13,317.23,146.71,134.14,134.88,174.87,907.83,4.31,source_calibrated_synthetic
6/5/2023,2023,6,23,2,off_season_tight_supply,Kandy,Central highland,900,LG,Lanka Green / premium green pods,8753.06,1200.02,314.65,315.55,297.59,2297.31,46.05,205.4,24.7,74.3,87.51,96.36,333.2,122.98,153,81.82,155.92,846.92,4.18,source_calibrated_synthetic
6/5/2023,2023,6,23,2,off_season_tight_supply,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,7567.5,1048.64,314.65,315.55,297.59,2297.31,46.05,205.4,24.7,74.3,87.51,96.36,350.58,148.47,108.49,90.66,161.81,860.01,3.99,source_calibrated_synthetic
6/5/2023,2023,6,23,2,off_season_tight_supply,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,6136.79,994.5,314.65,315.55,297.59,2297.31,46.05,205.4,24.7,74.3,87.51,96.36,332.36,144.54,75.53,108.18,158.08,818.69,3.98,source_calibrated_synthetic
6/5/2023,2023,6,23,2,off_season_tight_supply,Kandy,Central highland,900,LB,Lower/brown grade,5140.2,742.75,314.65,315.55,297.59,2297.31,46.05,205.4,24.7,74.3,87.51,96.36,333.52,146.43,77.93,91.97,132.26,782.11,4.01,source_calibrated_synthetic
